Symbol,dbsym,sector,cik,px_ytd,qoq_raw,qoq_des,season_pct
MPWR,MPWR,Information Technology,1280452,42.07055375274782,12.000000000000055,246.75089769657546,-67.70015571870105
MNST,MNST,Consumer Staples,865752,27.29999347982004,,,
MCO,MCO,Financials,1059556,-4.02419212777202,9.705882352941142,-33.572282775638065,65.15076377290774
MS,MS,Financials,895421,20.517153963157007,27.985074626865615,-22.660987152761624,65.48578772225137
MOS,MOS,Materials,1285785,-12.37541528239201,,,-57.94208844309667
MSI,MSI,Information Technology,68505,10.202378468600038,-43.37662337662338,-20.100610851598965,-29.131652661064457
MSCI,MSCI,Financials,1408198,5.1620606409217284,45.14435695538057,86.30963888098624,-22.095089751047105
NDAQ,NDAQ,Financials,1120193,-12.827508107273388,1.1111111111111516,-12.306531967814216,15.300618597956174
NTAP,NTAP,Information Technology,1002047,43.87340708584233,,,
NFLX,NFLX,Communication Services,1065280,-17.05335186571154,,,
NEM,NEM,Materials,1164727,-2.813939515321451,152.10084033613444,84.57382953181276,36.5853658536585
NWSA,NWSA,Communication Services,1564708,1.972046716446485,-57.894736842105246,-74.26900584795318,63.636363636363534
NWS,NWS,Communication Services,1564708,1.823092505064139,-57.894736842105246,-74.26900584795318,63.636363636363534
NEE,NEE,Utilities,753308,10.034257240734966,40.54054054054055,22.886245303585827,14.366372081220668
NKE,NKE,Consumer Discretionary,320187,-30.91692789968651,,,
NI,NI,Utilities,1111711,14.412257601149147,100.0,11.588297110172153,79.23026444479045
NDSN,NDSN,Industrials,72331,20.81201381089064,,,
NSC,NSC,Industrials,702165,11.73739823315434,-15.331010452961646,166.0498139254544,-68.17551258623992
NTRS,NTRS,Financials,73124,29.31185944363104,11.983471074380159,-10.311979511798663,24.858894716169864
NOC,NOC,Industrials,1133421,-3.8610275612301237,-38.22937625754527,61.12457879808977,-61.66281755196306
NCLH,NCLH,Consumer Discretionary,1513761,-11.548791405550574,187.50000000000017,,
NRG,NRG,Utilities,1013871,-14.15384615384615,57.57575757575755,37.22263150341709,14.832193384830706
NUE,NUE,Materials,73309,35.3267533104463,99.3827160493827,162.75049848054888,-24.11709313497543
NVDA,NVDA,Information Technology,1045810,4.435981333476358,35.79545454545452,59.02362440191382,-14.606741573033698
NVR,NVR,Consumer Discretionary,906163,-7.591738968289674,-43.93049234588332,-30.592056663589272,-19.217448379999514
NXPI,NXPI,Information Technology,1413447,26.080442549268177,146.1111111111111,156.54668977716076,-4.067711290726117
ORLY,ORLY,Consumer Discretionary,898173,-1.1072133304100062,-1.1102230246251565e-14,,
OXY,OXY,Energy,797468,18.895914396887157,,,-29.90654205607477
ODFL,ODFL,Industrials,878927,38.93212554223015,3.6363636363636376,10.35639611900625,-6.089391026683999
OMC,OMC,Communication Services,29989,-2.6074569552830495,,,-30.784763970073648
ON,ON,Information Technology,1097864,110.66118755194383,,,-18.749999999999957
OKE,OKE,Energy,1039684,19.472216554444664,-20.64516129032259,-1.6091278466453418,-19.347357155252343
ORCL,ORCL,Information Technology,1341439,-27.7277174192884,,,
OTIS,OTIS,Industrials,1781335,-16.329918150077273,-8.421052631578963,3.610677305315013,-11.612442124511402
PCAR,PCAR,Industrials,75362,9.166476364466792,8.490566037735881,54.832291762177675,-29.930271777945816
PKG,PKG,Materials,75677,15.50695825049704,67.54385964912271,98.00364432991609,-15.38344649356096
PLTR,PLTR,Information Technology,1321655,-27.264018033248803,41.66666666666665,-13.247238276429119,63.29931618554519
PANW,PANW,Information Technology,1327567,87.91596547418708,,,
PSKY,PSKY,Communication Services,2041610,,,,
PH,PH,Industrials,76334,9.562704768838737,,,
PAYX,PAYX,Industrials,723531,-5.265971665330138,,,
PYPL,PYPL,Financials,1633917,-2.742128678986999,-20.915032679738566,-9.370800862777928,-12.73787248134176
PNR,PNR,Industrials,77360,-26.287223823246876,3.960396039603986,34.0769312624198,-22.462130464390427
PEP,PEP,Consumer Staples,77476,0.4389326273252836,-8.108108108108114,-33.453766666075104,38.087292530568995
PFE,PFE,Health Care,78003,-2.369477911646589,,,642.8571428571445
PCG,PCG,Utilities,1004980,5.966438781852079,34.4827586206897,56.5463658342851,-14.093975989804331
PM,PM,Consumer Staples,1413329,13.599252103459026,14.705882352941192,17.199488491048577,-2.127659574468055
PSX,PSX,Energy,1534701,36.68836200216954,-92.85714285714286,-97.9254472477107,244.30829174986656
PNW,PNW,Utilities,764622,23.35363103292738,125.00000000000067,-99.99999999999933,3.377699720527865e+16
PNC,PNC,Financials,713676,19.477719214183043,-15.368852459016413,-32.33320432780117,25.070422945643678
PPG,PPG,Materials,79879,22.321472153072676,27.819548872180388,-70.50318102949689,333.33333333333417
PPL,PPL,Utilities,922224,5.206847360912992,,,161.10134630728786
PFG,PFG,Financials,1126328,25.702947845804978,-16.086956521739125,1466.376811594202,-94.64285714285714
PG,PG,Consumer Staples,80424,5.626482489186557,,,
PGR,PGR,Financials,80661,1.9052636200008743,-4.191616766467043,-15.120694219465058,12.876021254528624
PLD,PLD,Real Estate,1045609,9.215885947046853,-30.000000000000014,7.634498118331834,-34.96508905254244
PRU,PRU,Financials,1137774,0.08858965272857677,-33.858267716535465,-22.410660205935827,-14.754098360655743
PEG,PEG,Utilities,788784,1.5938239322624836,134.92063492063488,66.32632815322978,41.24079905390079
PTC,PTC,Information Technology,857005,-28.55093256814921,,,
PSA,PSA,Real Estate,1393311,27.03869277015569,4.633204633204646,21.19699217259432,-13.666830539656882
PHM,PHM,Consumer Discretionary,822416,14.079761143100878,-30.07812499999999,-6.072286175548614,-25.557780389840744
PWR,PWR,Industrials,1050915,58.409880172097026,-30.28846153846154,35.42943929152054,-48.52556517532358
QCOM,QCOM,Information Technology,804328,3.2386297205658776,,,
DGX,DGX,Health Care,1022079,24.331180811808117,2.7522935779816793,2.416092637670375,0.3282696416672781
Q,Q,Information Technology,2058873,,,,
RL,RL,Consumer Discretionary,1037038,12.59755683746182,,,
RJF,RJF,Financials,720005,1.3016130036744178,,,
RTX,RTX,Industrials,101829,8.55351056578051,26.890756302520934,12.35323655463596,12.939119685097422
O,O,Real Estate,726728,13.193828693030675,3.125000000000022,27.982178946094606,-19.422375170346406
REG,REG,Real Estate,910606,17.300586828950216,,,
REGN,REGN,Health Care,872589,-15.242401471769485,-13.23907455012845,17.007603838914264,-25.850181865687695
RF,RF,Financials,1281761,11.711545555145708,5.0847457627119175,14.87539054530551,-8.522839170442055
RSG,RSG,Industrials,1060391,2.558172464246944,-3.409090909090884,-3.610957449494301,0.20942892995086115
RMD,RMD,Health Care,943819,-13.009007513179194,,,
RVTY,RVTY,Health Care,31791,17.603886706636352,-58.13953488372092,12.546057944172762,-62.805925075542405
HOOD,HOOD,Financials,1783879,-0.4883246026813448,-41.538461538461526,-67.96327426869964,82.48287590894677
ROK,ROK,Industrials,1024478,21.293772818429566,,,
ROL,ROL,Industrials,84839,-27.725,-8.333333333333348,0.8552607736997953,-9.110674085361403
ROP,ROP,Information Technology,882835,-18.16303151463421,22.67002518891692,46.67576339533643,-16.366533673130878
ROST,ROST,Consumer Discretionary,745732,18.421490814231014,0.9999999999999787,24.436700769383958,-18.83423509662053
RCL,RCL,Consumer Discretionary,884887,6.330930090749298,26.086956521739136,6.704625112211371,18.164471679784413
SPGI,SPGI,Financials,64040,-15.882307927762485,24.734042553191472,-14.829773866009944,46.45263751790385
CRM,CRM,Information Technology,1108524,-37.429703717682585,17.475728155339798,19.636851739910433,-1.806402921124084
SNDK,SNDK,Information Technology,2023554,,,,
SBAC,SBAC,Real Estate,1034054,-4.628816448829875,-49.855907780979834,-62.4306100995358,33.4706055963943
SLB,SLB,Energy,87347,17.604899661193652,-5.660377358490576,10.158100047034013,-14.359795057077596
STX,STX,Information Technology,1137789,199.82207051817423,,,
SRE,SRE,Utilities,1032208,5.368671423717286,198.11320754716974,148.4838373040429,19.972876619094016
NOW,NOW,Information Technology,1373715,-31.045068582625735,,,
SHW,SHW,Materials,89800,8.637289390853553,12.565445026178024,-7.840272413118532,22.141685933326507
SPG,SPG,Real Estate,1063761,21.90959658692013,-84.1541755888651,-79.73929540429887,-21.790358591492275
SWKS,SWKS,Information Technology,4127,-1.3167231727509332,,,
SJM,SJM,Consumer Staples,91419,18.867249399376362,,,
SW,SW,Materials,2005951,18.743536711478793,-33.33333333333339,,
SNA,SNA,Industrials,91440,19.612906969995937,-5.060728744939292,-3.2627096354234775,-1.858661848744747
SOLV,SOLV,Health Care,1964738,-1.2367491166077604,-81.08108108108118,-90.2708520035712,94.4560708282294
SO,SO,Utilities,92122,12.303634904254102,215.78947368421066,73.08294334953584,82.44979405422012
LUV,LUV,Industrials,92380,21.523579201934705,-19.64285714285715,,
SWK,SWK,Industrials,93556,23.741249326871294,-62.5,-19.374999999999986,-53.48837209302326
SBUX,SBUX,Consumer Discretionary,829224,23.775601068566353,,,
STT,STT,Financials,93751,32.248314345501036,3.319502074688785,-22.92739092931416,34.05476124459605
STLD,STLD,Materials,1022671,29.989384288747335,54.444444444444365,29.647112556042153,19.126790716363338
STE,STE,Health Care,1757898,-13.965003649563046,,,
SYK,SYK,Health Care,310764,-7.103840682788054,-12.272727272727302,-3.387786212303423,-9.196498778040995
SMCI,SMCI,Information Technology,1375365,85.93376579037215,,,
SYF,SYF,Financials,1601712,-8.517652700353661,11.822660098522174,-35.136350961371164,72.39649904976424
SNPS,SNPS,Information Technology,883241,-6.904959645648323,,,
SYY,SYY,Consumer Staples,96021,15.106498439831784,,,324.9999999999991
TMUS,TMUS,Communication Services,1283699,-12.74258693724757,20.105820105820072,9.324480032317052,9.861780335306424
TROW,TROW,Financials,1113169,15.77970901279171,12.626262626262651,-7.2712824703148105,21.457802530491875
TTWO,TTWO,Communication Services,946581,-0.4139816442101152,,,
TPR,TPR,Consumer Discretionary,1116132,12.794428359026512,,,
TRGP,TRGP,Energy,1389170,40.36861363328364,-11.95219123505975,10.759019401853731,-20.50506654858788
TGT,TGT,Consumer Staples,27419,33.2003682111077,-25.65217391304353,-7.028156546637798,-20.031889951443382
TEL,TEL,Information Technology,1385157,-13.225792272867132,,,
TDY,TDY,Information Technology,1094285,27.546966731898227,-16.523235800344228,15.007397940399802,-27.416178702768434
TER,TER,Information Technology,97210,90.70332282569376,56.17283950617282,153.0881696643537,-38.29310958576622
TSLA,TSLA,Consumer Discretionary,1318605,-12.498331776324568,-45.83333333333336,186.7270696824911,-81.10863172889522
TXN,TXN,Information Technology,97476,69.44092219020175,31.25000000000002,48.45163378434811,-11.587365760713997
TPL,TPL,Energy,1811074,41.8463682285316,,,
TXT,TXT,Industrials,217346,6.062170222528107,,,
TMO,TMO,Health Care,97745,-9.679367708980468,-14.971209213051784,2.6656145120004027,-17.178900461352264
TJX,TJX,Consumer Discretionary,109198,0.27338410466706264,-24.203821656050962,0.37935300040745634,-24.4902700820941
TKO,TKO,Communication Services,1973266,-7.0145648482529355,,,146.4285714285714
TTD,TTD,Communication Services,1671933,-49.72332015810278,-79.48717948717949,-30.74074660047541,-70.38255611204536
TSCO,TSCO,Consumer Discretionary,916365,-36.480000000000004,-26.190476190476176,-6.652661064425791,-20.930232558139505
TT,TT,Industrials,1466258,22.76211878009631,-0.7575757575757569,5.6617348827294744,-6.075340942896512
TDG,TDG,Industrials,1260221,1.4681230126214917,,,
TRV,TRV,Financials,86312,18.022894972760504,-29.014598540145975,96.66023607764618,-63.90454782540418
TRMB,TRMB,Information Technology,864749,-32.30170378405973,-36.363636363636374,-23.390820763601482,-16.9337613708192
TFC,TFC,Financials,92230,3.555465258025192,7.92079207920795,16.6040742005235,-7.44680851063827
TYL,TYL,Information Technology,860731,-29.949987882526607,25.333333333333275,-4.999800225410789,31.92954712802363
TSN,TSN,Consumer Staples,100493,0.5118580447022625,,,
USB,USB,Financials,36104,15.648425787106458,-6.349206349206327,-27.25102912399575,28.731434304981708
UBER,UBER,Industrials,1543151,-8.904528763769893,-18.7500000000003,214.2319277108422,-74.14330218068537
UDR,UDR,Real Estate,74208,11.992368492777338,-14.925373134328357,-34.557979334098775,30.00000000000007
ULTA,ULTA,Consumer Discretionary,1403568,-23.775680544766374,-3.4912718204488713,20.82543264990062,-20.125485121008158
UNP,UNP,Industrials,100885,21.9981846473029,-8.01282051282054,-4.325179255431866,-3.8543487499536733
UAL,UAL,Industrials,100517,19.222858164907898,-32.492113564668735,72.84346785597747,-60.94276094276094
UPS,UPS,Industrials,1090727,11.541175284749517,-51.428571428571445,-30.186549155511056,-30.42683324790444
URI,URI,Industrials,1067701,35.76575574424956,-17.352941176470583,5.421621946303157,-21.60331315560108
UNH,UNH,Health Care,731766,28.81232560960816,13699.999999999809,11967.445255474291,14.35726210350583
UHS,UHS,Health Care,352915,-27.354074889867842,-19.400855920114125,-25.986017525744607,8.897185890410686
VLO,VLO,Energy,1035002,64.5428852297862,15.300546448087381,14.993078324225873,0.2673796791443417
VEEV,VEEV,Health Care,1393052,-13.648176359888886,6.081081081081052,-6.05389019847582,12.916949201189798
VTR,VTR,Real Estate,740260,19.639395114385415,-26.66666666666667,-4.666666666666686,-23.076923076923073
VLTO,VLTO,Industrials,1967680,-7.218768798877074,2.220446049250313e-14,5.2025074205342525,-4.945231390481819
VRSN,VRSN,Information Technology,1014473,5.491067753354728,,,
VRSK,VRSK,Industrials,1442145,-15.815117786419918,22.69503546099292,2.196929709362827,20.05745750867909
VZ,VZ,Communication Services,732712,4.429447852760737,114.28571428571432,119.87577639751552,-2.5423728813559143
VRTX,VRTX,Health Care,875320,16.445772504741328,-13.362068965517249,-1.936228706502452,-11.651438761026345
VRT,VRT,Industrials,1674101,85.7098746371889,-13.157894736842113,-21.42857142857143,10.526315789473673
VTRS,VTRS,Health Care,1792044,33.9486356340289,,,
VICI,VICI,Real Estate,1705696,-3.325035561877676,43.85964912280704,71.22203404025602,-15.980644705468105
V,V,Financials,1403161,3.0355717706076923,,,
VST,VST,Utilities,1692819,-6.384033717614979,421.8181818181816,,
VMC,VMC,Materials,1396009,6.300841514726518,-33.68421052631578,48.73264864907583,-55.41275565518124
WRB,WRB,Financials,11544,2.751639577986875,15.92920353982301,2.882148322763345,12.681554020555886
GWW,GWW,Industrials,277135,33.10377970778979,23.2804232804233,10.934333913306604,11.129186908685075
WAB,WAB,Industrials,943452,22.881236823612095,79.66101694915253,29.757581207522232,38.458975018823274
WMT,WMT,Consumer Staples,104169,0.28725314183122297,28.846153846153854,43.153262616565314,-9.994259654935655
DIS,DIS,Communication Services,1744489,-12.608217974071634,,,
WBD,WBD,Communication Services,1437107,-8.236518120339865,,,
WM,WM,Industrials,823768,4.860731840524313,-2.1857923497267895,-20.690096222298315,23.331643327215957
WAT,WAT,Health Care,1000697,-0.17630651018366583,,,-50.278332182088214
WEC,WEC,Utilities,783325,12.634523301569246,,,
WFC,WFC,Financials,72971,-8.280596374557547,-0.6211180124223614,-14.473661049003795,16.196815164178236
WELL,WELL,Real Estate,766704,27.01347708894879,684.6153846153857,387.7024551678641,60.879933307968685
WST,WST,Health Care,105770,32.83432952419019,5.494505494505475,37.89451190443589,-23.496226182217008
WDC,WDC,Information Technology,106040,214.86768802228417,,,-57.48502994011977
WY,WY,Real Estate,106535,0.23201856148493682,99.99999999999996,352.26701686664524,-55.77833612859466
WSM,WSM,Consumer Discretionary,719955,27.40815412186379,-36.30363036303631,-25.617385655080472,-14.366589292496057
WMB,WMB,Energy,107263,21.66860755281983,16.66666666666665,29.502252232667093,-9.911476707709832
WTW,WTW,Financials,1140536,-12.870488710364558,-58.666666666666664,70.4507326608469,-75.75056869038163
WDAY,WDAY,Information Technology,1327811,-37.01307767487317,55.35714285714284,506.3308856203373,-74.37749807216288
WYNN,WYNN,Consumer Discretionary,1174922,-20.274257220029078,8.333333333333325,355.64395424879535,-76.22412580631321
XEL,XEL,Utilities,72903,10.903553299492398,-6.3157894736842195,-15.638597436977964,11.051034809822124
XYL,XYL,Industrials,1524472,-13.229028940796239,-42.33576642335765,9.101433125555003,-47.14621804254232
YUM,YUM,Consumer Discretionary,1041061,8.827221671622087,-18.848167539266992,26.715976617978686,-35.95769481745127
ZBRA,ZBRA,Information Technology,877212,10.048595667572702,94.28571428571435,-19.429213259995336,141.13667266606004
ZBH,ZBH,Health Care,1136869,-2.6864675454697062,71.83098591549302,201.92365774870726,-43.087935805776134
ZTS,ZTS,Health Care,1555280,-25.712327134000958,-1.3888888888888618,-9.742128809657569,9.254860335840153
